city,year,weekofyear,total_cases,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,Month,TempRange,Vegetation,X1,X2
iq,2004,48,18,11/25/04,0.2153167,0.1672857,0.2026286,0.2191286,71.98,297.9585714,299.2,297.02,306.1,293.6,56.8,95.25142857,71.98,18.71428571,7.914285714,28,10.36,35.3,22.6,77,11,12.5,0.8043596,-4.563597889,-26.83267852
iq,2004,49,83,12/2/04,0.2019429,0.1593667,0.1590429,0.2410857,53.01,299.1771429,300.3785714,296.44,309.5,293.3,36.83,87.13,53.01,18.11,10.95714286,27.9,11,34.1,22.4,64,12,16.2,0.7614382,-4.363495502,-26.20000001
iq,2004,51,32,12/16/04,0.2611429,0.2033143,0.2437429,0.2363571,49.56,298.7014286,300.0357143,296.3857143,308.5,293.8,38,88.78,49.56,18.04,10.21428571,28.375,9.65,34,22.6,128.3,12,14.7,0.9445572,-5.188363007,-26.45938176
iq,2004,52,7,12/23/04,0.3648625,0.3266,0.4031125,0.3162,109.83,298.4042857,299.6571429,297.1228571,306.3,294.8,29.79,93.25285714,109.83,18.85571429,8.228571429,27.8,8.5,33.3,22.6,100.8,12,11.5,1.410775,-5.312181849,-27.17742676
iq,2005,1,10,1/8/05,0.3148429,0.1866286,0.3033,0.2704,70.6,298.1628571,300.0071429,296.7128571,307.9,293.5,61.61,93.00571429,70.6,18.37,9.757142857,28.5,9.1,33.2,23,74.9,1,14.4,1.0751715,-5.959780612,-24.7970973
iq,2005,2,5,1/15/05,0.3044143,0.3612571,0.3126,0.3156286,93.73,297.6628571,298.8428571,296.7271429,307.6,291.6,96.21,95.53,93.73,18.40857143,7.228571429,28.4,10.4,34.2,22.5,232.1,1,16,1.2939,-6.574108922,-26.55788449
iq,2005,3,8,1/22/05,0.3459333,0.3118,0.291,0.3379714,60.52,300.0685714,301.5642857,296.58,308.7,295,26.7,83.3,60.52,18.25857143,11.35714286,28.86666667,11.16666667,35.5,22.5,194,1,13.7,1.2867047,-6.269379015,-26.37226688
iq,2005,4,7,1/29/05,0.3643667,0.2779143,0.2925571,0.2806857,25.67,299.6485714,301.1071429,296.9314286,308.1,294.9,42.24,87.31285714,25.67,18.64571429,9.985714286,28.86666667,12.06666667,35.1,22.1,0,1,13.2,1.2155238,-4.787659211,-23.14866022
iq,2005,5,8,2/5/05,0.1582286,0.16725,0.1518143,0.1266,88.96,299.0614286,300.8285714,296.9071429,308.4,295.3,47.3,89.42714286,88.96,18.63571429,9.342857143,28.525,10.725,35.4,22.2,3.8,2,13.1,0.6038929,-6.236425885,-23.73884637
iq,2005,6,11,2/12/05,0.2151857,0.1728143,0.2623,0.2283571,52.61,296.7528571,297.6928571,295.9957143,304.4,294.2,56.8,95.97714286,52.61,17.57571429,5.185714286,27.46666667,8.733333333,32.8,21.4,70.4,2,10.2,0.8786571,-6.311721312,-23.78627244
iq,2005,7,6,2/19/05,0.1995,0.2024571,0.2189,0.1806857,125.35,298.0271429,299.1642857,297.2214286,304.6,294.5,189.06,95.74857143,125.35,18.94714286,6.985714286,27.5,9.5,32.3,22.3,350.9,2,10.1,0.8015428,-6.957226004,-26.62651791
iq,2005,8,7,2/26/05,0.2011,0.2081429,0.2812143,0.2109,46.98,298.2957143,299.2857143,296.5428571,306.5,294.4,39.6,91.57714286,46.98,18.20142857,7.857142857,28.65,10.9,35.2,22.4,84.1,2,12.1,0.9013572,-6.484473351,-23.5728187
iq,2005,9,7,3/5/05,0.2937167,0.2696167,0.2308,0.2771,54.22,298.1585714,299.3928571,297.0457143,305.9,294.4,44.51,94.40142857,54.22,18.73142857,8.014285714,28.26666667,9.2,33.8,23.3,19,3,11.5,1.0712334,-6.204857224,-23.00293346
iq,2005,10,14,3/12/05,0.1558429,0.1370833,0.2418714,0.1464286,155.54,297.9571429,298.6857143,297.5285714,304.9,295.6,201.4,97.68714286,155.54,19.27428571,4.828571429,26.8,6.7,34.8,23.4,8.6,3,9.3,0.6812262,-8.97828875,-23.56870037
iq,2005,11,7,3/19/05,0.2515167,0.1817667,0.1545286,0.2099571,162.51,297.3142857,298.6785714,295.85,304.5,291.9,21.7,92.26714286,162.51,17.39857143,7.814285714,28.7,9.85,33.8,22.5,146.1,3,12.6,0.7977691,-7.738053003,-24.98307282
iq,2005,12,9,3/26/05,0.2150714,0.2127,0.1209286,0.2354286,99.37,298.37,299.8285714,296.2514286,306.6,294.7,32.8,89.82,99.37,17.82,9.342857143,27.72,8.96,33.4,22.5,108.8,3,11.9,0.7841286,-7.472365433,-23.99537115
iq,2005,13,13,4/2/05,0.3816857,0.3683143,0.3837714,0.3666571,55.12,297.37,298.5857143,296.0885714,308.6,293,67.5,93.80142857,55.12,17.62428571,7.628571429,28.25,10.85,34.3,20.8,73.9,4,15.6,1.5004285,-7.033972664,-23.04875765
iq,2005,14,16,4/9/05,0.3091143,0.2173571,0.3001,0.2446571,87.41,297.7085714,299,296.2357143,306.5,292.4,68,92.41714286,87.41,17.89285714,8.457142857,28.1,10.85,33.8,21.6,71.1,4,14.1,1.0712285,-7.393939772,-23.24076696
iq,2005,15,7,4/16/05,0.1869333,0.1447571,0.1957429,0.1824286,40.03,297.7014286,298.4642857,297.2028571,304,295,90.2,97.32285714,40.03,18.88571429,6.414285714,27.65,9.35,32.9,22.5,3.6,4,9,0.7098619,-6.646864312,-22.13250801
iq,2005,16,9,4/23/05,0.2082833,0.1649167,0.2776667,0.1962667,37.6,297.4371429,298.1928571,296.9614286,306.4,294,178.2,97.38142857,37.6,18.59714286,5.357142857,28.85,10.05,34,22.7,105.6,4,12.4,0.8471334,-7.643435271,-23.03213487
iq,2005,17,2,4/30/05,0.2141,0.2315333,0.1616857,0.2017714,78.8,297.9271429,298.8642857,297.4028571,303.9,294.1,54.9,97.16285714,78.8,19.15285714,6.642857143,28.6,9.1,33.8,23.7,14.5,4,9.8,0.8090904,-7.344131637,-22.05943652
iq,2005,18,13,5/7/05,0.1465333,0.1345833,0.1343143,0.1880571,33.29,297.33,298.4357143,296.5757143,304.8,293.3,64.1,95.93714286,33.29,18.18142857,6.1,25.8,7.5,33.5,21,13,5,11.5,0.603488,-6.709531978,-21.58851001
iq,2005,19,8,5/14/05,0.2484333,0.2341,0.2020667,0.1930667,49.07,298.6842857,299.7214286,296.3414286,306.7,293.6,54.89,88.29428571,49.07,17.94,9.271428571,27.9,11.6,34.6,21,28,5,13.1,0.8776667,-7.049604168,-21.48253712
iq,2005,21,5,5/28/05,0.3118143,0.3585429,0.2806571,0.2474571,43.14,299.0057143,300.6142857,295.8042857,308.1,294,21.1,84.65857143,43.14,17.40714286,10.94285714,27.4,8.7,33.6,22.4,37.9,5,14.1,1.1984714,-7.208738555,-20.83671968
iq,2005,23,8,6/11/05,0.1395143,0.1401,0.14235,0.1185429,40.44,297.3042857,298.4857143,296.2271429,303.9,293.7,51,94.59285714,40.44,17.78857143,7.171428571,27.1,9.166666667,32.4,22,19.5,6,10.2,0.5405072,-7.184785632,-20.78433208
iq,2005,24,2,6/18/05,0.2890857,0.2256429,0.2247143,0.2651286,104.83,297.3771429,298.6214286,295.32,304.8,293.4,29.01,89.19428571,104.83,16.82428571,8.528571429,27.66666667,9.833333333,33.3,22,73.7,6,11.4,1.0045715,-8.913216201,-20.81423271
iq,2005,25,3,6/25/05,0.2915571,0.2460714,0.3518571,0.2604571,50.88,297.8571429,299.0571429,294.6442857,307.7,291.9,11,84.46714286,50.88,16.16857143,10.48571429,27.35,9.55,32.8,22.4,89.2,6,15.8,1.1499427,-8.18427638,-20.20701557
iq,2005,26,5,7/2/05,0.2747143,0.1780143,0.2843143,0.2271714,23.6,296.82,298.4928571,294.4085714,307.4,292.4,26.6,88.38714286,23.6,15.87714286,10.72857143,26.83333333,8.766666667,33.7,20.8,92,7,15,0.9642143,-7.863183882,-19.99222721
iq,2005,27,7,7/9/05,0.2008,0.2010667,0.1622667,0.2214,43.24,297.8657143,299.4214286,294.5285714,308.3,290.4,23.91,84.69285714,43.24,16.03857143,11.1,27.8,10.7,34.5,21.6,40.9,7,17.9,0.7855334,-7.618227091,-19.91579816
iq,2005,28,3,7/16/05,0.3869286,0.3350571,0.3298429,0.4413429,109.71,296.9885714,297.5928571,292.23,308.2,288.3,8.7,77.37285714,109.71,13.92857143,11.81428571,27.8,11.13333333,34.2,17.6,167.1,7,19.9,1.4931715,-10.0570175,-19.72692737
iq,2005,29,5,7/23/05,0.1680286,0.1343286,0.1865571,0.1472571,27.33,297.7942857,298.9285714,292.4557143,307.7,287.5,8.9,75.69714286,27.33,14.19142857,13.51428571,26.55,12.7,33.8,18.2,0,7,20.2,0.6361714,-7.08595769,-19.34826203
iq,2005,30,6,7/30/05,0.3474857,0.2537,0.2769571,0.3653143,42.32,296.8985714,298.0142857,293.75,306.3,290.1,15.3,84.23857143,42.32,15.26,10.08571429,21.4,5.7,32.3,18.5,71.1,7,16.2,1.2434571,-8.018644953,-19.536131
iq,2005,31,5,8/6/05,0.3286857,0.3132571,0.2262143,0.2740143,0,298.2214286,299.7285714,293.0357143,308.2,292.6,8.64,75.57142857,0,14.60857143,11.48571429,26.25,10.6,32.3,19.2,0,8,15.6,1.1421714,-7.004548786,-18.88278265
iq,2005,32,5,8/13/05,0.2826429,0.2270286,0.2825571,0.239,38.17,298.9257143,300.3357143,293.64,309.7,293.5,1.99,74.85571429,38.17,15.15,12.18571429,27.325,11.85,33.5,19.8,36.6,8,16.2,1.0312286,-7.56576876,-19.05028614
iq,2005,34,0,8/27/05,0.3288,0.2715571,0.2723,0.3005,69.62,298.4285714,299.6785714,294.9457143,309,292.9,15.82,83.85428571,69.62,16.44,10.81428571,27.75,13.1,35,20.3,127,8,16.1,1.1731571,-9.929553257,-19.06807918
iq,2005,35,0,9/3/05,0.4568333,0.3595833,0.35945,0.3801167,12.81,298.1842857,299.3714286,293.9185714,308.6,292.4,11,79.64714286,12.81,15.42857143,10.94285714,26.8,10.25,35.2,21.4,37,9,16.2,1.5559833,-7.305301507,-18.42229583
iq,2005,38,0,9/24/05,0.1845667,0.1952571,0.1543857,0.2124833,2.56,298.4985714,299.7642857,293.5557143,309.1,292.4,13.7,76.59571429,2.56,15.06,11.78571429,25.76666667,12.23333333,34.3,16.9,38.1,9,16.7,0.7466928,-7.240516874,-17.89606395
iq,2005,40,4,10/8/05,0.3321571,0.3463667,0.2586143,0.3210429,54.7,299.11,300.25,293.8971429,312.7,292.1,4.6,74.95285714,54.7,15.43571429,12.35714286,28.8,14.9,36.3,21,80.8,10,20.6,1.258181,-9.345450488,-16.05433003
iq,2005,41,4,10/15/05,0.3734286,0.2774833,0.3742286,0.3522714,60,299.5157143,300.8571429,294.3857143,313.2,293.2,22.2,75.50857143,60,15.91571429,11.68571429,28.5,11.8,37,22.3,233.2,10,20,1.3774119,-11.00805077,-14.24412989
iq,2005,42,3,10/22/05,0.3072571,0.2782143,0.3548286,0.2869571,73.97,299.5785714,301.1928571,295.7685714,310.5,291.9,35.08,81.69142857,73.97,17.41714286,12.24285714,29.1,12.7,36.5,21.7,64,10,18.6,1.2272571,-9.36038126,-15.69616347
iq,2005,43,3,10/29/05,0.3635571,0.3000429,0.2898286,0.3261429,100.06,298.0657143,299.1642857,295.8028571,307.4,294,59.7,89.14285714,100.06,17.36428571,8.642857143,28.3,10.95,34.3,21.3,235.2,10,13.4,1.2795715,-11.04923954,-14.09099991
iq,2005,44,5,11/5/05,0.1875714,0.2133714,0.1718571,0.1789571,59.15,299.4585714,301.4785714,296.8057143,308.6,294.9,49.85,87.23142857,59.15,18.55,10.78571429,28.23333333,10.3,34.3,21.8,102.1,11,13.7,0.751757,-9.567646176,-15.32405541
iq,2005,46,14,11/19/05,0.4424286,0.3481714,0.3430714,0.4731429,49.87,298.31,300.0928571,296.8957143,307.2,295,45,93.17714286,49.87,18.58285714,8.557142857,27.6,10.15,34.5,21.5,139.5,11,12.2,1.6068143,-9.954370118,-14.9440286
iq,2005,47,3,11/26/05,0.2825714,0.2206,0.2882143,0.2400857,72.34,299.4128571,300.6285714,297.3942857,309.1,295.2,63.53,90.34857143,72.34,19.19428571,8.914285714,28.5,11,35,21.8,5.1,11,13.9,1.0314714,-8.658026301,-14.75780001
iq,2005,48,7,12/3/05,0.3178143,0.3027,0.3369429,0.4171286,78.52,299.42,300.45,296.6128571,307.6,294.1,34.95,86.40857143,78.52,18.30428571,9.728571429,28.26666667,11.4,34.3,21.7,77.9,12,13.5,1.3745858,-9.371194373,-15.0263997
iq,2005,49,11,12/10/05,0.3585857,0.2194857,0.2579143,0.2992714,60.5,299.2171429,300.7071429,296.6571429,308.4,295.4,71.8,87.72142857,60.5,18.36428571,9.1,28.1,12.5,34.8,21.5,54.1,12,13,1.1352571,-8.886187864,-14.83728734
iq,2005,50,2,12/17/05,0.1984429,0.1941,0.1930143,0.247,46.91,298.5742857,300.2571429,297.1871429,307,295.4,46.9,92.95714286,46.91,18.94571429,8.2,28.1,11.55,34,22.3,6,12,11.6,0.8325572,-8.229837871,-14.56093506
iq,2005,51,6,12/24/05,0.180575,0.1413333,0.2552833,0.1383714,151,298.0214286,299.3714286,297.1914286,304.4,295.5,113.36,95.67428571,151,18.91571429,6.485714286,28.3,9.9,33.6,22.9,81.1,12,8.9,0.715563,-9.984686129,-11.63761879
iq,2006,52,8,1/1/06,0.3546,0.21995,0.3225167,0.2563333,114.58,298.1814286,299.5785714,296.9357143,306.5,294.9,210.5,93.82142857,114.58,18.58428571,7.385714286,27.45,9.7,32.7,22.4,273.5,1,11.6,1.1534,-11.14962111,-12.99765006
iq,2006,2,21,1/15/06,0.2284,0.2020714,0.19475,0.23035,138.46,298.7285714,300.3,296.3714286,307.7,293.5,47.6,88.33571429,138.46,18.16571429,9.885714286,27.78,11,34.5,21.4,60.1,1,14.2,0.8555714,-9.568143388,-11.37564761
iq,2006,4,28,1/29/06,0.1517667,0.1377,0.1478,0.1607833,49.32,297.1885714,298.2928571,295.7771429,304.8,294.4,52.2,93.11428571,49.32,17.36428571,6.214285714,27.3,8.95,33.5,22.3,250.9,1,10.4,0.59805,-10.93716996,-13.39092372
iq,2006,6,20,2/12/06,0.2568143,0.13605,0.1978286,0.2583143,71.87,297.64,298.3785714,296.8085714,304.2,294,67,95.82714286,71.87,18.44285714,5.785714286,28,8.8,32.6,23.6,101.1,2,10.2,0.8490072,-9.036783211,-11.86078309
iq,2006,7,24,2/19/06,0.3827,0.2506,0.2436571,0.2856,44.35,297.0642857,298.1428571,295.3642857,305.2,292.8,33,91.09857143,44.35,16.92714286,7.285714286,28.6,8.9,33.8,24.2,0,2,12.4,1.1625571,-7.19891534,-12.6394848
iq,2006,8,28,2/26/06,0.2621143,0.1248,0.2153571,0.1447857,23.44,298.9385714,300.7785714,295.9614286,308.3,292.9,72.2,86.03142857,23.44,17.60571429,10.78571429,28.24,10.64,34.3,21.3,0.3,2,15.4,0.7470571,-6.956530083,-12.55796085
iq,2006,9,26,3/5/06,0.1786667,0.1959333,0.1412667,0.1282833,79.13,298.2528571,299.8714286,296.7642857,306.9,295.1,50.38,92.60571429,79.13,18.40142857,8.028571429,27.43333333,9.566666667,32.9,21.9,26.9,3,11.8,0.64415,-7.91596564,-11.24219384
iq,2006,10,8,3/12/06,0.4246286,0.4113,0.3731857,0.3158571,94.99,297.9257143,299.1071429,297.2071429,304,294.7,130.6,96.36,94.99,18.90285714,6.414285714,28,9.55,33.3,21.9,93,3,9.3,1.5249714,-9.159809631,-10.88013873
iq,2006,11,9,3/19/06,0.1924286,0.1158857,0.1940571,0.1712714,121.69,297.9314286,299.0071429,296.5814286,305.3,294.5,58.83,93.34714286,121.69,18.2,7.014285714,27.975,9.2,33.7,22.4,16,3,10.8,0.6736428,-8.524119523,-10.66737064
iq,2006,12,12,3/26/06,0.2885667,0.17954,0.2972714,0.2236429,120.62,297.4942857,298.7857143,296.2957143,305.3,292.5,70,93.78714286,120.62,17.91142857,7.342857143,27.4,8.7,32.3,23,97,3,12.8,0.989021,-9.056293849,-10.48365797
iq,2006,13,18,4/2/06,0.24505,0.18885,0.2235333,0.1816667,121.46,298.04,299.2357143,297.0671429,304.9,294.8,88.81,95.02428571,121.46,18.73428571,6.957142857,28.3,10,33.7,22,53.9,4,10.1,0.8391,-8.769816527,-10.51930628
iq,2006,14,9,4/9/06,0.2416714,0.2054,0.1560143,0.2833143,41.68,297.7742857,299.4428571,296.0471429,308.3,293.8,87.9,91.81142857,41.68,17.61,9.571428571,27.93333333,10.26666667,33.7,22.6,178.1,4,14.5,0.8864,-9.213407424,-9.099517945
iq,2006,15,9,4/16/06,0.3011286,0.2650571,0.2553143,0.2626857,75.33,297.8257143,298.8142857,296.9657143,305.5,292.9,66.46,95.51,75.33,18.71428571,7.428571429,28.3,10.3,33.9,21.4,49,4,12.6,1.0841857,-7.723283967,-10.31493929
iq,2006,16,6,4/23/06,0.3309,0.2654714,0.3195571,0.2849429,69.6,298.0614286,299.1785714,296.4571429,306.4,293.9,54.86,92.11142857,69.6,18.08285714,7.442857143,27.4,8.35,32.8,22.5,11.9,4,12.5,1.2008714,-7.271238009,-10.42142661
iq,2006,17,6,4/30/06,0.2055714,0.23605,0.1919143,0.1393714,74.93,296.85,297.7071429,295.0514286,305.3,291.7,39.6,90.86428571,74.93,16.55857143,7.757142857,27,8.466666667,33.5,19.5,34,4,13.6,0.7729071,-7.269750913,-10.06138974
iq,2006,18,8,5/7/06,0.1516,0.0846,0.1763143,0.1137286,65.07,297.63,299.0214286,296.3842857,306.3,293.6,38.84,93.63571429,65.07,17.96285714,8.414285714,27.85,9.1,33.3,22.5,115,5,12.7,0.5262429,-8.039401266,-8.972948743
iq,2006,19,5,5/14/06,0.2866571,0.1871571,0.2665143,0.2874571,127.24,296.1842857,297.5571429,295.4528571,304.3,291.8,70,96.09857143,127.24,16.97714286,6.628571429,24.3,5.2,32.3,21.7,270.9,5,12.5,1.0277856,-9.574994263,-8.694882718
iq,2006,20,7,5/21/06,0.3392857,0.3482857,0.3158286,0.3745714,1.52,296.0542857,296.9142857,290.0885714,305.6,287.2,0.1,72.03428571,1.52,12.11142857,12.37142857,25.2,11.7,31.7,19.4,2,5,18.4,1.3779714,-4.746006878,-9.779885019
iq,2006,21,6,5/28/06,0.2065143,0.1171429,0.1692714,0.1700714,91.4,297.9928571,299.1142857,293.7771429,307.7,288.8,12.47,80.38571429,91.4,15.46,10.88571429,27.46666667,10.43333333,34,21.7,83,5,18.9,0.663,-7.507957515,-8.812070385
iq,2006,22,5,6/4/06,0.09837143,0.1010667,0.1863143,0.09775,79.48,295.9871429,297.1714286,294.5571429,304.1,291.3,44.65,92.50571429,79.48,16.02571429,6.885714286,25.6,8.933333333,31.9,19.3,150.2,6,12.8,0.48350243,-8.290350232,-8.543862763
iq,2006,23,3,6/11/06,0.3404429,0.1908571,0.3513429,0.2586143,130.66,297.0442857,298.5642857,295.6957143,307.2,292.3,37.6,93.47571429,130.66,17.19571429,8.9,26.2,8.6,33,21.5,105.2,6,14.9,1.1412572,-8.09706217,-8.504324582
iq,2006,24,1,6/18/06,0.1732714,0.185,0.1369286,0.1680429,84.99,297.4271429,298.1357143,294.75,307.2,290.3,21.5,87.21428571,84.99,16.25857143,10.07142857,28.1,12.7,34.4,21.4,79.5,6,16.9,0.6632429,-7.228778757,-8.481988034
iq,2006,25,0,6/25/06,0.22138,0.22336,0.3714167,0.22146,71.69,296.7242857,297.9785714,294.2757143,306.3,289.5,27.29,88.47142857,71.69,15.80142857,10.78571429,26.6,10.35,32.5,20.4,74.9,6,16.8,1.0376167,-6.813144048,-8.346416075
iq,2006,26,1,7/2/06,0.3118571,0.2039333,0.3360286,0.3046286,17.21,296.8514286,297.6142857,293.5171429,307.2,289.2,9.16,83.46714286,17.21,15.02,10.74285714,27.2,10.3,33.4,19.8,21.9,7,18,1.1564476,-4.57227656,-8.80125071
iq,2006,27,2,7/9/06,0.3201714,0.2081,0.2921143,0.2326857,20.72,296.4485714,297.9142857,294.5928571,304.8,292.6,13.62,90.43285714,20.72,16.00571429,7.971428571,26.7,9.4,33,21.7,110.6,7,12.2,1.0530714,-5.894912813,-8.059682274
iq,2006,28,3,7/16/06,0.3499857,0.2920429,0.2884571,0.2949167,1.17,297.6214286,298.8571429,292.8328571,306.7,292.1,1.8,77.27142857,1.17,14.41714286,11.42857143,26.25,10.4,33.1,20.6,0.5,7,14.6,1.2254024,-4.154438993,-8.851045459
iq,2006,29,2,7/23/06,0.3602857,0.341,0.3629571,0.3211286,54.72,297.3971429,299.0857143,294.2585714,307.3,291.8,40,85.14,54.72,15.78857143,11,27.4,12.125,34.1,19.9,47,7,15.5,1.3853714,-5.333148953,-7.529468974
iq,2006,30,2,7/30/06,0.3186857,0.3523429,0.3766429,0.2859,28.66,297.5042857,298.7428571,293.26,307.7,289.7,15.4,79.74285714,28.66,14.88,11.71428571,26.6,11.04,32.6,18.5,11.4,7,18,1.3335715,-4.283634349,-8.151678893
iq,2006,31,2,8/6/06,0.2016857,0.1625571,0.2003286,0.2015571,44.96,297.51,299.3428571,295.2,308.4,292.7,38.07,88.70714286,44.96,16.70714286,11.22857143,27.225,11.625,34.2,19.7,4,8,15.7,0.7661285,-4.473827667,-7.67234806
iq,2006,32,2,8/13/06,0.4397857,0.3675857,0.3333143,0.3809857,11.79,297.5,299.5142857,293.08,308.9,291,12.39,79.24285714,11.79,14.63142857,12.22857143,27.6,12.2,33.9,19.4,26.6,8,17.9,1.5216714,-4.010706574,-8.16014307
iq,2006,33,2,8/20/06,0.2908,0.238675,0.2856571,0.3337,47.74,298.6485714,300.6357143,295.5457143,307.9,294.6,22.19,84.62,47.74,17.06571429,10.27142857,27.66666667,10.43333333,33.3,20.9,75.5,8,13.3,1.1488321,-5.100491409,-6.852664917
iq,2006,34,4,8/27/06,0.2736429,0.2089429,0.2408857,0.2427571,68.6,298.7357143,299.7357143,295.1442857,308.7,292.5,23.6,83.04714286,68.6,16.69142857,11.27142857,27.3,10.3,34.9,20.9,71.1,8,16.2,0.9662286,-5.026195961,-6.33460565
iq,2006,35,0,9/3/06,0.3097833,0.3501286,0.2846833,0.3948167,68,298.28,299.9,295.2728571,310,293.1,22.24,85.37285714,68,16.77714286,11.17142857,26.5,10.03333333,33.2,20.3,176,9,16.9,1.3394119,-5.567463825,-4.02312876
iq,2006,36,6,9/10/06,0.2277857,0.2833143,0.2443714,0.2834143,90.33,299.2657143,300.35,293.9028571,310.3,290.2,9.4,75.53,90.33,15.45714286,13.72857143,27.42,12,34.1,20.6,15.3,9,20.1,1.0388857,-4.169575856,-6.074473328
iq,2006,37,3,9/17/06,0.28004,0.2367167,0.2361833,0.25855,111.87,297.8028571,299.1642857,293.0371429,308.7,291.9,16.4,77.25428571,111.87,14.64285714,11.32857143,28.35,11.85,35,17.8,0.5,9,16.8,1.01149,-4.02689905,-5.794309374
iq,2006,38,2,9/24/06,0.3807286,0.3783667,0.3023,0.3075714,82.2,299.34,300.8571429,294.35,311.2,291.5,35.7,77.51428571,82.2,15.91,13.74285714,27.93333333,10.93333333,34.8,21.4,93.9,9,19.7,1.3689667,-4.840935466,-5.121049205
iq,2006,39,6,10/1/06,0.4655,0.2415429,0.4734,0.4934429,134.64,299.3814286,300.6857143,295.7385714,308.6,294.3,44.62,82.84571429,134.64,17.25428571,11.28571429,28.56666667,12.4,35.2,22,63,10,14.3,1.6738858,-4.247636831,-5.106777793
iq,2006,40,2,10/8/06,0.35495,0.2479333,0.3508143,0.3139167,60.48,299.4657143,300.4357143,295.16,310.3,292,24.8,80.49,60.48,16.73857143,12.78571429,28.7,14.5,35.9,21.1,68.9,10,18.3,1.2676143,-4.510776313,-5.639511679
iq,2006,41,7,10/15/06,0.1556167,0.19152,0.2151857,0.1546143,41.69,299.3457143,301.0285714,296.7514286,309.5,293.8,29.5,86.85285714,41.69,18.44714286,12.05714286,28.06,10.1,33.7,22.1,162.6,10,15.7,0.7169367,-5.205846878,-3.703819925
iq,2006,42,4,10/22/06,0.3215,0.2769,0.2100857,0.3337571,103.77,299.6485714,301.0142857,297.7642857,308.1,295.7,55.5,90.37857143,103.77,19.59571429,8.571428571,28.6,10.1,35.4,22.8,8.1,10,12.4,1.1422428,-3.573114512,-5.336553618
iq,2006,43,6,10/29/06,0.4882286,0.3681429,0.4377429,0.3788286,55.94,298.7942857,300.4142857,296.6614286,308.3,294,54.8,89.7,55.94,18.31142857,9.342857143,27.56,10.42,33.8,19.8,143.3,10,14.3,1.672943,-4.867910219,-3.650352965
iq,2006,44,6,11/5/06,0.3603286,0.2740143,0.3477143,0.3247857,67.5,300.4671429,301.8785714,296.8828571,309.8,295.1,42.73,82.93428571,67.5,18.63,11.61428571,28.83333333,11.26666667,35.7,22,14,11,14.7,1.3068429,-3.057255978,-5.609130997
iq,2006,45,2,11/12/06,0.2951286,0.2463857,0.3020714,0.277,80.25,299.4328571,300.9142857,297.8528571,307.8,295.3,68,92.08857143,80.25,19.73142857,8.2,28.25,9.55,33.9,22.4,108.7,11,12.5,1.1205857,-4.248650869,-3.760920479
iq,2006,46,13,11/19/06,0.3191429,0.1862857,0.2737,0.2470286,86.65,297.2957143,298.4357143,296.2014286,304.5,293.5,87.2,94.44,86.65,17.79142857,7.357142857,27.6,10.16666667,33.2,21.8,85.6,11,11,1.0261572,-3.934227534,-3.836273155
iq,2006,47,10,11/26/06,0.3405571,0.2662571,0.3427286,0.3283857,43.59,298.0985714,299.5571429,296.9614286,307.3,294.7,61.43,94.30285714,43.59,18.63857143,7.371428571,27,9,32.3,22.5,205.3,11,12.6,1.2779285,-5.016287028,-3.215330018
iq,2006,48,5,12/3/06,0.1504714,0.1515714,0.1926,0.1557286,75.33,299.1971429,300.9357143,296.9885714,309.1,294,61.28,89.55,75.33,18.74428571,10.75714286,27.9,9.033333333,34.9,22.9,115.1,12,15.1,0.6503714,-4.191137899,-3.507717764
iq,2006,49,2,12/10/06,0.4470833,0.3015143,0.3405714,0.4276,99.89,298.2028571,299.2,297.6085714,304.6,294.6,95.02,96.79571429,99.89,19.42571429,6.914285714,28.4,8.8,33.7,23.2,10.9,12,10,1.516769,-3.165163253,-4.466799069
iq,2007,1,0,1/1/07,0.2201167,0.1589571,0.1905714,0.1324,79.94,297.2885714,298.2071429,296.5171429,306.3,293.2,88.9,95.92714286,79.94,18.14428571,7.414285714,26.6,7.95,31.9,21.5,133.4,1,13.1,0.7020452,-3.631467029,-2.463691906
iq,2007,2,14,1/8/07,0.1732857,0.2069333,0.1343,0.2379571,37.06,297.1042857,298.5785714,296.3885714,304.6,294.6,144.59,96.23857143,37.06,17.96285714,6.728571429,26.825,7.725,31.7,22.9,61.5,1,10,0.7524761,-2.521230637,-2.696876841
iq,2007,3,6,1/15/07,0.2719,0.2938,0.2094143,0.2523,126.89,297.3871429,298.4357143,296.3885714,305.5,293.3,52.2,94.64714286,126.89,17.97571429,7.042857143,27.775,9.55,33.4,22.2,178,1,12.2,1.0274143,-3.952836025,-1.439288878
iq,2007,4,10,1/22/07,0.1936714,0.1394714,0.2619,0.3068571,95.47,297.6142857,298.45,297.0257143,303.7,294.9,180.99,96.99714286,95.47,18.68857143,5.528571429,27.7,9.12,33.6,22,149.9,1,8.8,0.9018999,-3.064441539,-1.587130603
